"submission_id","itemname","felicity_rating","sentence","mirativity","valence","noteworthiness","felicity_mean","felicity_sd"
2303,"Item16",3,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","-","-","-",3.19791666666667,1.87290818987993
2303,"Item13",3,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","+",7.53125,2.03109058078866
2303,"Item4",2,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","-",3.36458333333333,1.80128487280121
2303,"Item2",2,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","+","+","-",5.70833333333333,2.0921742237338
2303,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","+",4.29166666666667,1.9189726783753
2303,"Item3",2,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","+",4.59375,2.05492028274117
2303,"Item8",1,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","-",3.19791666666667,1.87290818987993
2303,"Item14",8,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","-","+","-",5.73958333333333,2.08374557324907
2303,"Item15",5,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","-","-","+",4.29166666666667,1.9189726783753
2303,"Item1",7,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","+",8.15625,1.51711724558193
2303,"Item10",5,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","+","+","-",5.70833333333333,2.0921742237338
2303,"Item9",5,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","+",8.15625,1.51711724558193
2303,"Item11",3,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","+",4.59375,2.05492028274117
2304,"Item8",8,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is more exquisite than most similar wines, but he feels indifferent about it.<br>He says, <q>What a flavor!</q>","+","-","+",4.59375,2.05492028274117
2304,"Item1",5,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is average compared to similar views, and he feels neutral about it.<br>He says, <q>What a view!</q>","+","-","-",3.36458333333333,1.80128487280121
2304,"Item16",5,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is more elegant than most similar dresses, but she is neutral about it.<br>She says, <q>What a dress!</q>","+","-","+",4.59375,2.05492028274117
2304,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is more beautiful than most similar songs, but she feels indifferent about it.<br>She says, <q>What a song!</q>","-","-","+",4.29166666666667,1.9189726783753
2304,"Item4",5,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is more flavorful than most similar meals, but he still feels indifferent about it.<br>He says, <q>What a dish!</q>","-","-","+",4.29166666666667,1.9189726783753
2304,"Item15",7,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is normal compared to similar games, but she still feels very positive about it.<br>She says, <q>What a game!</q>","+","+","-",5.70833333333333,2.0921742237338
2304,"Item7",7,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is ordinary compared to similar teas, but he is still very happy about it.<br>He says, <q>What an infusion!</q>","+","+","-",5.70833333333333,2.0921742237338
2304,"Item14",10,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are more delicious than most similar cookies, and she is very happy about them.<br>She says, <q>What a cookie!</q>","+","+","+",8.15625,1.51711724558193
2304,"Item2",9,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are warmer than most similar socks, and he finds them very pleasant.<br>He says, <q>What a fabric!</q>","-","+","+",7.53125,2.03109058078866
2304,"Item6",10,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is more captivating than most similar stories, and he feels very positive about it.<br>He says, <q>What a tale!</q>","+","+","+",8.15625,1.51711724558193
2304,"Item9",4,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is typical compared to similar films, and she feels indifferent about it.<br>She says, <q>What a movie!</q>","+","-","-",3.36458333333333,1.80128487280121
2304,"Item10",8,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is more hearty than most similar soups, and she is very happy about it.<br>She says, <q>What a broth!</q>","-","+","+",7.53125,2.03109058078866
2304,"Item13",3,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is average compared to similar creams, and she has no strong feelings about it.<br>She says, <q>What a cream!</q>","-","-","-",3.19791666666667,1.87290818987993
2304,"Item5",4,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is typical compared to similar flowers, and he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","-","-","-",3.19791666666667,1.87290818987993
2304,"Item3",6,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is average compared to similar photographs, but he still finds it very pleasant.<br>He says, <q>What a shot!</q>","-","+","-",5.73958333333333,2.08374557324907
2304,"Item11",6,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is typical compared to similar markets, but she still finds it very pleasant.<br>She says, <q>What a market!</q>","-","+","-",5.73958333333333,2.08374557324907
2305,"Item14",8,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","-","+","-",5.73958333333333,2.08374557324907
2305,"Item3",8,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","+",4.59375,2.05492028274117
2305,"Item5",9,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","-","+","+",7.53125,2.03109058078866
2305,"Item16",7,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","-","-","-",3.19791666666667,1.87290818987993
2305,"Item2",8,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","+","+","-",5.70833333333333,2.0921742237338
2305,"Item1",9,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","+",8.15625,1.51711724558193
2305,"Item4",7,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","-",3.36458333333333,1.80128487280121
2305,"Item9",9,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","+",8.15625,1.51711724558193
2305,"Item13",9,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","+",7.53125,2.03109058078866
2305,"Item8",7,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","-",3.19791666666667,1.87290818987993
2305,"Item10",8,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","+","+","-",5.70833333333333,2.0921742237338
2305,"Item15",7,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","-","-","+",4.29166666666667,1.9189726783753
2305,"Item6",8,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","-",5.73958333333333,2.08374557324907
2305,"Item11",7,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","+",4.59375,2.05492028274117
2305,"Item7",7,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","+",4.29166666666667,1.9189726783753
